,"Calcium, Ca","Carbohydrate, by difference",Energy,"Fiber, total dietary","Folate, DFE","Iron, Fe","Magnesium, Mg",Niacin,"Phosphorus, P","Potassium, K",Protein,Riboflavin,Thiamin,"Vitamin A, RAE",Vitamin B-12,Vitamin B-6,"Vitamin C, total ascorbic acid",Vitamin E (alpha-tocopherol),Vitamin K (phylloquinone),"Zinc, Zn"
"(2010, 20076, 1)",3219.7142857142853,-2002.178571428572,-50377.485714285714,-404.44000000000005,1770.6285714285714,-70.88657142857144,-1973.1714285714288,6.926885714285731,-6190.657142857144,-13754.771428571425,-755.0957142857144,3.5031142857142865,3.349657142857142,4230.085714285714,-10.40457142857142,-4.248028571428572,64.4571428571428,-97.09914285714285,307.22285714285715,-36.94942857142857
"(2010, 20077, 1)",5729.771428571429,-5016.527714285715,-157998.22857142857,-259.22857142857146,-755.085714285713,-56.53657142857148,-5666.914285714285,-532.745857142857,-14757.771428571428,-12262.771428571432,-1341.0057142857142,-4.6562857142857155,-5.798285714285715,7183.571428571428,-44.152,-37.10785714285714,-379.8714285714286,-242.77142857142854,226.30000000000007,-197.93457142857142
"(2010, 20078, 1)",-2159.7142857142862,-2434.0942857142854,-55102.28571428571,-223.11428571428576,-384.8571428571429,-95.76571428571428,-2545.4857142857145,-145.7965714285714,-9587.714285714286,-35700.571428571435,-604.6942857142858,-6.969571428571429,-7.016285714285714,-3984.5714285714284,-34.21714285714286,-21.206857142857142,-655.5142857142857,-25.55857142857144,-66.58571428571429,-69.04428571428569
"(2010, 20079, 1)",-1227.2742857142857,-671.6613142857143,-22300.714285714286,-63.75600000000001,-157.42857142857144,-37.072857142857146,-1640.857142857143,-68.20285714285714,-4406.428571428572,-7576.7257142857125,-260.86297142857137,-0.6874285714285713,-0.9372857142857143,605.4285714285714,-0.05714285714285694,-3.1097142857142863,36.84285714285714,-42.62857142857142,-51.071428571428555,-34.94285714285714
"(2010, 20084, 1)",26.297142857142717,-5191.895600000001,-44289.0,-1009.0274285714289,-406.42857142857133,-98.60000000000001,-1566.4285714285716,-128.96685714285712,-3736.5714285714284,-6729.01142857143,-933.4829714285713,-1.149857142857143,-2.3155714285714284,1242.0,1.7285714285714286,-6.800857142857143,-56.3857142857143,-51.937142857142874,10.557142857142878,-28.758571428571422
"(2010, 20090, 1)",-63.21714285714188,-1707.3373714285708,-37687.37142857142,-74.40114285714283,695.3485714285714,-41.46148571428573,-474.9142857142856,-73.21483428571426,-6195.280000000001,-9369.720000000005,-535.9262857142858,-1.656211428571429,-2.9084342857142866,-1533.8571428571431,-72.16428571428573,-8.392399999999999,-219.92514285714287,-4.636400000000002,175.98628571428574,-24.590114285714293
"(2010, 20098, 1)",5695.142857142857,-1264.3142857142857,-117006.57142857143,68.1285714285714,1307.8571428571427,33.325714285714284,443.98571428571427,-22.72642857142857,7.5714285714284415,11722.428571428572,-174.01,2.5685714285714285,2.142428571428572,3152.8571428571427,-32.599999999999994,-5.493285714285716,19.714285714285666,-552.2085714285715,234.0857142857143,7.772857142857141
"(2010, 20099, 1)",2249.714285714286,-884.8057142857142,-24735.571428571428,-33.171428571428564,432.8571428571429,14.424285714285713,360.1428571428571,-11.58228571428571,304.0,-5508.285714285714,-54.034285714285716,1.427142857142857,-0.5745714285714287,2064.285714285714,-14.34,-5.247142857142856,-534.9428571428573,-6.797142857142859,162.2,14.09142857142857
"(2010, 20109, 1)",118.85714285714266,-162.31000000000006,-7141.857142857143,19.971428571428568,757.7142857142858,6.725714285714279,376.8571428571429,1.3790000000000049,310.714285714286,6122.857142857143,-57.92714285714291,1.1695714285714287,1.2632857142857141,1757.142857142857,-6.825714285714284,0.4367142857142854,125.62857142857142,33.08428571428571,5.62857142857149,-5.018571428571434
"(2010, 20112, 1)",-254513.14285714287,-36459.084285714285,-599716.0714285715,-14489.028571428575,-9264.42857142857,-5598.449285714287,-99772.28571428571,-662.4135714285716,-96237.14285714287,-772567.4285714286,-6222.152857142858,-101.51300000000002,-60.95871428571429,-13908.285714285716,4.8,-165.3557142857143,-50.6142857142857,-579.4485714285714,-93357.9857142857,-713.3357142857143
"(2010, 20117, 1)",2747.142857142857,-10808.771428571428,-208809.28571428574,-953.4857142857145,-2005.7142857142858,-435.29285714285714,-21928.57142857143,-489.47142857142865,-38000.0,-31720.0,-1498.5428571428572,-12.170000000000002,-43.251428571428576,2788.5714285714284,2.257142857142858,-57.52285714285715,255.0,-47.78571428571429,295.14285714285717,-230.84285714285716
"(2010, 30003, 1)",-199.99999999999955,-1246.06,-8760.0,-7.671428571428564,466.5714285714286,-45.518571428571434,-825.8571428571429,0.492285714285714,-3469.5714285714284,-9098.0,-177.40571428571428,1.072,0.6520000000000001,1727.4285714285713,-4.2,-2.842285714285713,-24.657142857142844,-18.185714285714283,220.45714285714286,-18.137142857142862
"(2010, 30006, 1)",-3814.357142857143,-23289.72357142857,-189455.0,-802.8214285714284,-3581.357142857143,-173.59214285714285,-6397.071428571429,-110.58092857142859,-22156.142857142855,-170092.78571428574,-1442.012142857143,-5.759714285714285,-20.62085714285714,1148.7857142857142,-49.57142857142857,-55.68349999999999,-4694.4857142857145,-153.14285714285714,-357.6214285714286,-91.13499999999999
"(2010, 30010, 1)",-1049.4285714285725,-4602.531428571429,-69314.57142857145,-191.1714285714286,516.2857142857142,-92.78000000000009,-2844.000000000001,-96.34314285714285,-13546.571428571431,-53224.28571428571,-1050.6742857142858,-4.749142857142857,-2.0771428571428565,3287.4285714285716,-26.994285714285716,-23.820857142857136,-1594.6571428571428,-58.342857142857156,-322.6857142857143,-95.47428571428566
"(2010, 30012, 1)",4157.428571428571,-3179.7071428571426,-55276.0,-148.31428571428572,1417.0,-1.328571428571422,-1427.8571428571431,47.10514285714285,-5685.000000000002,-39615.28571428571,-181.54571428571433,6.196857142857142,-0.6477142857142848,6128.0,10.857142857142858,-14.245,-871.1714285714288,49.784285714285716,510.01428571428573,1.96142857142857
"(2010, 30018, 1)",-540.0,-1814.2657142857142,-27598.57142857143,-47.414285714285704,293.57142857142856,-35.58857142857143,-977.3428571428572,-18.851714285714294,-4738.857142857142,-13922.142857142855,-274.50142857142856,-0.40571428571428525,-1.4370000000000003,1450.0,-10.068571428571428,-4.180285714285715,-450.74285714285713,-24.364285714285714,146.6,-31.577142857142853
"(2010, 30020, 1)",2861.885714285714,-2965.2194285714286,-31558.62857142857,11.628571428571433,1643.7142857142858,-14.379999999999995,-165.4857142857145,49.036,-2580.2857142857147,-4595.142857142855,-108.1351428571428,4.924285714285714,2.3660000000000005,4788.571428571428,9.074285714285715,-1.106857142857141,-422.47142857142853,33.28285714285714,527.0,8.888571428571431
"(2010, 30022, 1)",1189.1428571428573,-2665.5914285714284,-64961.42857142858,-338.5142857142856,-1123.4285714285716,-48.94285714285715,-1932.1428571428573,-76.98457142857143,-8465.42857142857,-79688.85714285713,-432.5942857142858,-3.2554285714285722,-9.507142857142856,2126.5714285714284,-41.14285714285714,-32.809999999999995,-1539.1428571428573,-37.322857142857146,107.85714285714289,-18.077142857142853
"(2010, 30025, 1)",1013.1428571428569,-1386.5714285714284,-20045.714285714286,12.98571428571428,995.8571428571429,-13.00571428571429,-473.57142857142844,21.543142857142858,-3170.0,-1332.7142857142862,-163.33000000000004,2.395714285714286,2.358428571428571,2211.714285714286,-8.354285714285716,0.6997142857142853,-53.08571428571429,-6.7357142857142875,267.1142857142857,-5.6114285714285685
"(2010, 30026, 1)",1373.5142857142855,-2279.1431428571427,-19791.314285714285,42.55714285714285,813.4285714285714,3.655714285714282,-247.42857142857156,4.854857142857142,-2135.2857142857147,4981.6,-156.51857142857142,1.6789142857142856,1.260857142857143,1959.4285714285713,-5.125714285714286,0.7832857142857144,160.65714285714284,34.33571428571429,223.07142857142856,-9.704857142857144
"(2010, 30031, 1)",-410.14285714285734,-417.8914285714286,-18509.428571428572,-18.528571428571425,181.0,-20.321428571428577,-255.82857142857142,-13.227714285714281,-1523.8571428571427,-5017.714285714286,-65.13285714285713,-0.28642857142857103,-2.002285714285714,845.7142857142857,0.7028571428571428,-2.394,-43.47142857142859,-33.60857142857143,81.2,-3.01
"(2010, 30047, 1)",-2864.357142857142,-6518.403571428572,-108421.42857142858,-191.7357142857143,-1968.2142857142862,-119.63357142857143,-5972.785714285715,-154.07064285714287,-20355.857142857145,-65306.5,-1175.1235714285713,-6.365142857142855,-9.95971428571429,297.6428571428569,-118.19999999999999,-24.453785714285715,-2051.942857142857,-169.73714285714286,-899.0214285714287,-78.8207142857143
"(2010, 30050, 1)",1902.071428571429,-1441.7321428571427,-25307.0,25.83571428571429,688.7857142857142,-7.88214285714286,-521.1857142857143,-24.45907142857142,-2292.4285714285706,1576.9285714285706,-204.63357142857137,0.48785714285714255,-0.3844285714285709,1570.2142857142858,-16.24142857142857,-3.0226428571428583,-77.37142857142857,-57.69571428571429,-171.97857142857146,-1.7064285714285674
"(2010, 30053, 1)",-5187.857142857143,-15166.485714285718,-263374.5714285714,-250.6142857142857,-1056.1428571428573,-154.18428571428578,-7693.285714285716,-174.07742857142858,-26731.857142857145,-43476.85714285714,-1579.8600000000001,-5.337571428571429,-9.439714285714288,1116.857142857143,4.8,-46.76542857142858,-188.0857142857143,7.734285714285711,-36.400000000000034,-264.29
"(2010, 30075, 1)",-393.35714285714266,-209.9521428571428,-18894.14285714286,-14.278571428571425,520.5,-17.530714285714282,-202.1857142857143,-32.01592857142857,-1979.9999999999995,-178.07142857142753,-147.18214285714288,0.128571428571429,-1.060571428571428,1359.7857142857142,-15.017142857142854,-0.8402142857142856,1.2571428571428385,-70.10714285714285,81.65,-2.7478571428571428
"(2010, 30083, 1)",-1457.4285714285716,-8010.848571428572,-106588.42857142857,-160.64285714285714,-546.0,-55.34857142857143,-1205.4285714285713,-43.289214285714294,-4550.071428571429,-25891.285714285717,-1110.6014285714284,-1.4535714285714285,-4.3740000000000006,691.5,-2.4964285714285723,-14.623999999999999,-430.05714285714294,0.8878571428571433,46.08571428571429,-43.753571428571426
